艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜175最小,対潜175最大,回避初期最小,回避初期最大,回避最大,回避175最小,回避175最大,索敵初期最小,索敵初期最大,索敵最大,索敵175最小,索敵175最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
617,417,"屋代改","やしろ",1,94,21062,612,0,0,0,0,0,0,0,0,1,17,28,21,23,5,36,0,0,16,62,7,33,0,9999,9999,9999,17675,0,9999,9999,9999,17675,0,9999,9999,9999,17675,30,98,5,1,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,14,1,1,2,0,1,0,1,0,"","",10,10,1,"jcmwoyrbezdk",53,2,827
618,418,"Perth改","パース",3,96,38412,613,0,0,0,0,0,0,0,0,1,45,62,51,53,32,72,24,72,28,70,27,68,20,20,55,81,81,36,36,72,99,99,1,49,50,50,87,22,65,10,2,5,3,1,1,1,0,0,-1,-1,-1,-1,-1,60,3,6,13,1,1,1,1,2,"","Perth級軽巡洋艦Perth、英国生まれ、オーストラリ<br>ア育ちです。<br>連合軍ABDA艦隊の一翼として、南方作戦で南下する<br>日本艦隊を迎撃しました。重巡Houstonと共に最後<br>の一撃を図りましたが…。護る気持ちは…一緒です。",30,45,3,"iewosubexfsp",51,1,827
619,419,"Grecale改","グレカーレ",2,61,31522,614,0,0,0,0,0,0,0,0,1,29,46,33,35,12,55,18,68,36,80,15,50,38,38,79,110,110,18,18,94,152,152,10,10,46,73,73,40,120,10,1,7,3,0,0,0,0,0,147,147,-1,-1,-1,23,1,2,10,0,1,1,1,1,"","イタリア海軍マエストラーレ級駆逐艦の次女、グレカ<br>ーレよ。なーに、あんまりジロジロみないでよ。姉妹<br>たちとの第10駆逐隊で結構頑張ったのよ。みんな、<br>逝ってしまったけれど、あたしは戦い抜けた。そし<br>て、戦いの後も海の護りについたの。主武装を撤去し<br>た司令艦として。覚えておいて。",15,20,3,"kombecutehdl",57,3,827
620,420,"Helena改","ヘレナ",3,106,32432,615,0,0,0,0,0,0,0,0,1,53,67,60,62,36,78,0,38,40,86,27,69,0,0,40,70,70,39,39,75,102,102,23,24,76,115,116,13,69,10,2,6,4,0,0,2,4,0,387,-1,-1,-1,-1,70,4,7,17,2,2,0,2,2,"","USS CL50 Helena です。<br>St. Louis class 軽巡２番艦として建造されました。<br>真珠湾空襲を経験、エスペランス岬沖海戦、第三次ソ<br>ロモン海戦、そしてクラ湾の夜戦で日本海軍の精鋭と<br>激しく戦いました。",35,60,3,"otpgrdspsxso",52,1,827
621,421,"神州丸","しんしゅうまる",17,97,25021,0,626,48,120,600,0,0,0,0,0,37,49,42,44,5,22,0,0,10,32,9,35,20,20,40,55,55,13,13,38,57,57,20,20,52,76,76,14,54,5,1,6,3,2,2,8,0,0,68,-1,-1,-1,-1,150,2,3,11,2,1,0,0,1,"陸軍特種船「神州丸」です。<br>統合的な上陸戦力を投射できる本格的な強襲揚陸艦の<br>先駆けとして建造されました。揚陸作戦はお任せください。","日本陸軍が建造した本格的な上陸用船艇母艦、現代で<br>いう強襲揚陸艦、その一番艦、神州丸です。完全武装<br>した陸戦部隊を載せた大発動艇などを満載、その泛水<br>装備で連続発進が可能です。緒戦の上陸戦、そして末<br>期の輸送作戦でも奮闘しました。提督殿、覚えていて<br>くださいね。",35,5,1,"dgnhxfrunaud",51,1,827
622,422,"夕張改二","ゆうばり",3,34,10176,293,623,86,180,630,0,0,0,0,2,41,55,47,49,14,56,50,80,58,88,35,65,49,49,83,109,109,40,40,83,116,116,6,12,52,82,87,30,88,10,1,7,5,0,0,0,0,0,-1,-1,-1,-1,-1,82,2,3,8,1,1,2,2,1,"","コンパクトボディに充実の重武装を施した実験艦的存<br>在の軽巡、夕張です。私の残したデータが、様々な重<br>武装新鋭艦開発の元になったんだから！<br>機関室に一発？何いってんの？<br>ほんと…失礼しちゃうわ。",30,40,3,"pwekirjjthqi",54,3,827
623,423,"夕張改二特","ゆうばり",3,34,10177,622,624,88,480,330,0,0,0,0,3,41,55,47,49,14,56,0,88,48,78,36,66,27,27,70,103,103,39,39,81,113,113,5,11,50,79,84,30,88,5,1,7,5,0,0,0,0,0,-1,-1,-1,-1,-1,82,2,3,8,1,1,2,2,1,"","コンパクトボディに充実の重武装を施した実験艦的存<br>在の軽巡、夕張です。私の残したデータが、様々な重<br>武装新鋭艦開発の元になったんだから！<br>機関室に一発？何いってんの？<br>ほんと…失礼しちゃうわ。",30,40,3,"tuzbqjvyptyt",54,3,827
624,424,"夕張改二丁","ゆうばり",3,34,10178,623,622,88,390,420,0,0,0,0,4,41,55,47,49,14,56,50,80,48,78,34,64,50,50,9999,17636,17636,40,40,9999,17644,17644,0,9999,9999,9999,17675,30,88,10,1,7,5,0,0,0,0,0,-1,-1,-1,-1,-1,82,2,3,8,1,1,2,2,1,"","コンパクトボディに充実の重武装を施した実験艦的存<br>在の軽巡、夕張です。私の残したデータが、様々な重<br>武装新鋭艦開発の元になったんだから！<br>機関室に一発？何いってんの？<br>ほんと…失礼しちゃうわ。",30,40,3,"ccjeljryazve",54,3,827
625,425,"秋霜","あきしも",2,38,16371,0,695,30,140,110,0,0,0,0,0,16,34,20,22,10,30,24,69,8,40,6,19,27,27,9999,17654,17654,46,46,9999,17639,17639,0,9999,9999,9999,17675,11,49,10,1,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,24,1,1,6,0,0,1,0,1,"うちが夕雲型駆逐艦、その十八番艦「秋霜」よ。<br>秋霜烈日、そんな言葉のような厳しい戦局を駆け抜けたの。<br>うちのことも覚えておいてね。忘れないでね。","夕雲型駆逐艦十八番艦「秋霜」よ。知っててくれた？<br>先輩方の二駆を継ぐ、夕雲型で編成された新編二駆を<br>「早霜」「清霜」と共に編成したの。大きな負け戦は<br>しっかり経験済み。最期は多号作戦。うちらのことも<br>…覚えていてね。",15,20,1,"fbxrcuyvvtot",53,1,827
626,426,"神州丸改","しんしゅうまる",17,97,25022,621,0,0,0,0,0,0,0,0,1,39,58,44,46,6,35,0,0,12,44,12,45,30,30,48,61,61,14,14,48,74,74,0,9999,58,-7573,102,18,68,5,1,7,4,2,2,4,8,0,-1,-1,-1,-1,-1,150,2,3,12,3,1,0,1,1,"","日本陸軍が建造した本格的な上陸用船艇母艦、現代で<br>いう強襲揚陸艦、その一番艦、神州丸です。完全武装<br>した陸戦部隊を載せた大発動艇などを満載、その泛水<br>装備で連続発進が可能です。緒戦の上陸戦、そして末<br>期の輸送作戦でも奮闘しました。提督殿、覚えていて<br>くださいね。",40,20,3,"aslhofbqgbvf",51,1,827
627,427,"敷波改二","しきなみ",2,1,14126,208,0,0,0,0,0,0,0,0,2,31,53,36,38,13,61,28,88,16,62,14,51,30,30,79,116,116,58,58,93,119,119,10,14,48,74,77,30,80,10,1,6,3,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,10,0,2,2,1,1,"","特Ⅱ型駆逐艦２番艦の敷波。よろしく。<br>ミッドウェーやソロモンの海戦に参加した後、船団護<br>衛を務めたよ。<br>海上護衛戦は結構大変だよ…大事だし…。",15,20,1,"nkrohrcrhfkk",52,1,827
628,428,"Fletcher改 Mod.2","フレッチャー",2,91,32513,692,629,90,445,445,0,0,0,0,2,37,56,42,44,16,60,29,86,45,92,17,54,52,52,93,124,124,47,47,92,126,126,15,63,64,64,101,47,113,10,1,8,3,0,0,0,0,0,-1,-1,-1,-1,-1,23,1,2,12,4,1,1,3,1,"","最も成功し、量産された駆逐艦、そのネームシップ<br>が私、Fletcher class destroyer USS Fletcherです。<br>姉妹の数は170隻を超えているの。まさにデファクト<br>スタンダード。<br>後に海上自衛隊にも配備されました。",20,25,3,"jprihveusipc",54,2,827
629,429,"Fletcher Mk.II","フレッチャー",2,91,32516,628,628,90,445,445,0,0,0,0,3,38,57,43,45,16,62,0,82,50,95,17,56,55,55,97,129,129,47,47,94,130,130,17,65,66,66,103,47,113,10,1,8,3,0,0,0,0,0,-1,-1,-1,-1,-1,23,1,3,12,5,1,1,3,1,"","最も成功し、量産された駆逐艦、そのネームシップ<br>が私、Fletcher class destroyer USS Fletcherです。<br>姉妹の数は170隻を超えているの。まさにデファクト<br>スタンダード。<br>後に海上自衛隊にも配備されました。",25,25,3,"jhjyjljmfxma",54,2,827
630,430,"Gotland andra","ゴトランド",3,89,36416,579,0,0,0,0,0,0,0,0,2,47,67,53,55,16,60,16,73,30,90,22,67,36,36,60,78,78,37,37,78,109,109,0,71,72,72,127,26,108,10,2,8,4,2,2,3,7,0,303,173,304,304,-1,60,2,4,11,3,1,1,3,1,"","スウェーデン生まれの航空巡洋艦、ゴトランドです。<br>皆さん、よろしくお願いしますね。<br>軽巡クラスなんです、私！　だから、あまり搭載機も<br>多くはないし、カタパルトも一基。…予算がね。うう<br>ん、いいの！　艤装は最高よ。現代にも繋がる我がス<br>ウェーデンの兵装技術、ね、覚えてて。",30,35,3,"kgykxxmonxbh",64,2,827
631,431,"薄雲","うすぐも",2,12,14071,0,700,40,190,130,0,0,0,0,0,15,29,19,21,10,29,27,69,10,39,5,19,19,19,49,72,72,39,39,80,111,111,4,4,19,30,30,7,49,10,1,4,2,0,0,0,0,0,297,-1,-1,-1,-1,20,1,1,5,0,0,1,0,0,"特I型駆逐艦、七番艦、薄雲です。東京湾の造船所で<br>生まれ、あの戦いでは北方の海で活動しました。<br>提督、薄雲のこと、覚えていてくださいね。","特I型駆逐艦、七番艦、薄雲です。東京湾の造船所で<br>生まれ、第五艦隊で北方海域、千島列島やアッツ、キ<br>スカでの作戦に従事しました。最後の任務も北方のキ<br>５０４船団。提督、薄雲のこと、忘れないでいてくだ<br>さいね。",15,20,1,"ntjerkmvkups",51,1,827
632,432,"有明","ありあけ",2,10,15051,0,703,48,100,290,0,0,0,0,0,16,31,20,22,10,29,27,70,8,38,6,19,21,21,50,72,72,43,43,80,108,108,5,5,19,29,29,10,49,10,1,4,2,0,0,0,0,0,2,-1,-1,-1,-1,20,1,1,5,0,0,1,0,0,"よお！あたしが初春型の有明だ。よろしくな！<br>有明型っていう奴もいるけど、どっちだっていいよ。<br>あたしはあたし、それが全てさ。いくぜ！","あたしが初春型駆逐艦五番艦、有明さ。有明型って呼<br>んでくれたって、あたしは全然構わないよ。南方を中<br>心に数々の戦域を駆け抜けたぜ。な？覚えておいてく<br>れよ？新しい時代の護衛艦にこの名は受け継がれ、現<br>代の海自むらさめ型としても活躍しているんだ。",15,20,1,"iocnvrthfxrw",53,3,827
634,434,"迅鯨","じんげい",20,100,7011,0,639,45,480,500,0,0,0,0,0,32,48,37,39,6,32,0,0,12,32,5,28,0,0,0,0,0,13,13,28,39,39,0,9999,38,-7608,67,11,50,5,2,4,2,1,1,0,0,0,119,-1,-1,-1,-1,150,2,2,11,1,1,0,1,1,"私、迅鯨型潜水母艦一番艦、迅鯨と申します。<br>提督、貴方に会えて……良かった。<br>一緒に頑張っていきましょう！","迅鯨型潜水母艦一番艦、迅鯨です。八八艦隊計画の流<br>れの中で生まれました。潜水戦隊の旗艦としてはもち<br>ろん、練習艦や輸送任務でも活躍しました。日本初の<br>本格的な設計の潜水母艦、妹の長鯨共々、どうぞよろ<br>しくお願いします。",30,10,1,"ugieenlacpcu",52,1,827
636,436,"伊47","い47",13,103,22251,0,607,50,290,170,0,0,0,0,0,14,19,18,19,2,8,36,72,0,0,4,20,0,0,0,0,0,13,13,39,58,58,7,7,27,42,42,47,90,5,1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,3,2,0,0,2,0,0,"伊号潜水艦、巡潜丙型の七番艦、伊四十七。<br>ヨナって、呼んでくださいな。　ヨナですよ？<br>うふふ、提督、いいですか？","佐世保生まれの伊号第四十七潜水艦、伊四十七です。<br>後期の主力潜水艦の例に漏れず、あの兵装を主力とし<br>て、ウルシー泊地襲撃やホーランディア、沖縄方面に<br>出撃、終戦まで戦いました。今は五島列島沖の海底で<br>眠っています。",10,20,1,"fkctbjiyyefn",55,1,827
637,437,"第四号海防艦","だいよんごう",1,104,21311,0,701,35,70,50,0,0,0,0,0,8,15,12,14,3,15,0,0,5,19,4,15,30,30,67,95,95,39,39,79,109,109,0,9999,11,-7656,19,18,76,5,1,4,1,0,0,0,0,0,45,-1,-1,-1,-1,14,1,1,1,0,0,0,1,0,"マル戦計画で生まれた丁型海防艦、その二番艦<br>第四号海防艦でっすー。そうね～ぇ、よつ……って<br>呼んでくれていいよぉ？　ていとく、よろしくねぇ！","マル戦計画で生まれた丁型海防艦、その二番艦、第四<br>号海防艦でっすー。ちっちゃいけれど、ものすごく頑<br>張りました！横須賀の防備や、マリアナや小笠原、敵<br>の潜水艦だって負けません！最後は伊勢湾…松にも<br>らった命、頑張りました！",10,10,1,"zhnvmyoxuein",51,1,827
639,439,"迅鯨改","じんげい",20,100,7012,634,0,0,0,0,0,0,0,0,1,38,58,43,45,8,40,0,0,14,34,17,34,0,0,0,0,0,15,15,39,57,57,22,22,44,60,60,16,60,5,2,5,3,2,2,2,0,0,119,39,-1,-1,-1,150,2,2,12,1,0,0,1,2,"","迅鯨型潜水母艦一番艦、迅鯨です。八八艦隊計画の流れの中で生まれました。潜水戦隊の旗艦としてはもちろん、練習艦や輸送任務でも活躍しました。日本初の本格的な設計の潜水母艦、妹の長鯨共々、どうぞよろしくお願いします。",30,10,3,"cokndlimiunf",52,1,827
641,441,"松","まつ",2,101,19011,0,702,50,180,120,0,0,0,0,0,14,27,18,20,5,26,16,60,20,60,5,22,30,30,75,109,109,35,35,70,96,96,10,10,25,36,36,14,58,10,1,5,2,0,0,0,0,0,229,-1,-1,-1,-1,14,1,1,4,0,0,1,1,0,"待たせたわね。丁型駆逐艦、松型、その一番艦、<br>松よ！大丈夫、すぐ出れる。護ってみせるわ！<br>任せておいて！","丁型駆逐艦、松型一番艦、松です。最後の量産型駆逐<br>艦として多数の妹が建造されました。戦時急造なが<br>ら、機関部の設計変更による生残性向上と対空対潜重<br>視の兵装を整備しました。雑木林ですって？何いって<br>んの、私に任せて！",15,15,1,"gvykjlkpousn",51,2,827
646,446,"加賀改二護","かが",11,3,2028,610,698,84,2000,2900,0,0,0,0,4,84,98,92,94,36,60,0,0,40,84,41,84,0,9999,9999,9999,17675,0,9999,9999,9999,17675,0,9999,9999,9999,17675,18,74,10,2,8,5,16,16,18,8,6,-1,-1,-1,-1,-1,260,14,19,43,17,0,0,6,5,"","",105,105,3,"lhggjkjugiey",51,1,827
678,1478,"日振改","ひぶり",1,85,21092,551,0,0,0,0,0,0,0,0,1,18,29,22,24,5,38,0,0,18,62,7,34,40,40,83,116,116,53,53,87,113,113,6,6,29,46,46,9,59,5,1,5,3,0,0,0,0,0,382,46,226,-1,-1,9,1,1,2,0,1,0,1,0,"","日振型海防艦、一番艦、日振です！　はい、もう色々<br>と大変な時期で…なるべく量産性を高めて直線が多い<br>設計で建造されました！　でも、装備は決して劣りま<br>せん！　対潜、護衛、掃海と、日振型頑張りました！<br>よろしくお願いします！",10,10,1,"mnlyjfsjqitd",51,1,827
679,1479,"大東改","だいとう",1,85,21102,552,0,0,0,0,0,0,0,0,1,18,29,22,24,5,36,0,0,18,61,7,35,40,40,85,119,119,54,54,90,117,117,5,5,28,45,45,37,87,5,1,5,3,0,0,0,0,0,382,226,226,-1,-1,9,1,1,2,0,1,0,1,0,"","日振型海防艦、その二番艦大東さ。そーよ。もう大変<br>なんだよ色々なコト。海上護衛、掃海任務、頑張った<br>けどね。んー、なんだよ、そんな顔すんなって。<br>提督、安全な海っていいよな。あたいも大好きさ。<br>そういうのってさ…ま、いっか。あたいのことも覚え<br>ておきなよ？",10,10,1,"syoduvrmxdbf",51,1,827
680,1480,"浜波改","はまなみ",2,38,16322,484,0,0,0,0,0,0,0,0,1,32,49,37,39,12,52,27,78,18,59,14,49,28,28,65,93,93,47,47,90,123,123,12,12,56,89,89,12,58,10,1,5,3,0,0,0,0,0,28,27,39,-1,-1,24,1,2,10,0,1,1,1,1,"","あ、あたし…夕雲型駆逐艦…十三番艦…浜波…です。<br>夕雲型の四隻と…三二駆を編成しました……。戦いの<br>中で…一隻一隻いなくなって…最期はなっちゃん達の<br>三一駆と一緒に…いきました。あの海は…怖い…。敵<br>の飛行機の群れも…こ…怖い…。怖い…です…。",15,20,1,"pqazkbtewvvy",61,5,827
681,1481,"Samuel B.Roberts改","サミュエル・B・ロバーツ",2,87,32612,561,0,0,0,0,0,0,0,0,1,27,42,31,33,10,50,24,70,28,60,12,43,50,50,88,117,117,48,48,88,118,118,14,14,48,74,74,40,80,5,1,6,3,0,0,0,0,0,284,-1,-1,-1,-1,9,1,2,7,1,1,2,1,0,"","護衛駆逐艦、ジョン・C・バトラー級、サミュエル・<br>B・ロバーツです。姉妹はもの凄く多いんだ。船団護<br>衛や対潜哨戒、結構万能なんだよ！で、私はね、<br>TaffyⅢって任務部隊で、護衛空母を守って戦ったん<br>だ。自分より大きくて強い艦たちと。私のことも覚え<br>ておいてね。Thanks！",15,20,3,"xuwacqygfvpt",57,5,827
684,1484,"平戸改","ひらと",1,77,20132,570,0,0,0,0,0,0,0,0,1,17,28,21,23,5,37,0,0,12,55,7,33,0,9999,9999,9999,17675,0,9999,9999,9999,17675,0,9999,9999,9999,17675,14,74,5,1,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,14,1,1,2,0,1,0,1,0,"","択捉型海防艦、平戸です。敵潜水艦の跳梁する危険な<br>海を、船団を護って駆け抜けました。海上護衛に努め<br>ましたが、私の最期の戦いは敷波さん達とご一緒のヒ<br>船団。敵は…敵は侮れません。この静かな海と皆さん<br>を…護っていきたいと思います。",10,10,1,"ndwmqgliyzjh",53,1,827
685,1485,"福江改","ふかえ",1,77,20142,565,0,0,0,0,0,0,0,0,1,17,28,21,23,5,35,0,0,12,55,7,34,37,37,80,113,113,55,55,92,120,120,5,5,27,43,43,40,84,5,1,5,3,0,0,0,0,0,229,46,226,-1,-1,14,1,1,2,0,1,0,1,0,"","択捉型海防艦、福江だ。<br>横須賀の近く、浦賀生まれだ。配備についた頃は、戦<br>局はそうとうに傾いていたが、できることを、できる<br>限り頑張った。戦いが終わった後、もう一踏ん張りし<br>た。もっともっと働きたかったな。司令、よろしく<br>……頼む！",10,10,1,"cvglhkjvdhbi",71,2,827
686,1486,"岸波改","きしなみ",2,38,16342,527,0,0,0,0,0,0,0,0,1,32,49,37,39,12,50,28,80,18,56,14,49,30,30,72,104,104,48,48,90,122,122,10,10,44,70,70,13,59,10,1,5,3,0,0,0,0,0,27,46,226,-1,-1,24,1,2,10,0,1,1,1,1,"","夕雲型駆逐艦十五番艦、岸波です。<br>横須賀浦賀生まれ。夕雲型駆逐艦による第三一駆逐隊<br>に所属、勝機の消えつつある太平洋で戦ったわ。マリ<br>アナ、レイテの決戦で生き残った後、第二遊撃隊とし<br>て崩れつつある戦線を支えたの。え、岩波…？知らな<br>いわ。何のこと？",15,20,3,"leeaphcpxbrj",58,1,827
687,1487,"峯雲改","みねぐも",2,18,15242,583,0,0,0,0,0,0,0,0,1,31,49,36,38,12,51,28,79,16,50,14,49,24,24,58,84,84,44,44,88,121,121,8,8,37,59,59,9,54,10,1,5,3,0,0,0,0,0,28,75,75,-1,-1,22,1,2,10,0,1,1,1,1,"","朝潮型駆逐艦、その八番艦の峯雲です。なっちゃんた<br>ちと共に第九駆逐隊を編成、第四水雷戦隊の一翼とし<br>て、南方作戦からミッドウェー、そして激戦のソロモン方面の作戦に参加しました。戦況は日に日に厳しく<br>なってきて……村雨さんと二人の作戦が、私の記憶の<br>最後です。敵の電探…脅威ですね。でも、今度は！",15,20,3,"kxqxnneqrcpg",58,1,827
688,1488,"早波改","はやなみ",2,38,16312,528,0,0,0,0,0,0,0,0,1,32,49,37,39,12,51,27,80,18,58,14,49,26,26,69,102,102,45,45,88,121,121,12,12,55,88,88,10,55,10,1,5,3,0,0,0,0,0,46,44,226,-1,-1,24,1,2,10,0,1,1,1,1,"","あたし、夕雲型駆逐艦、その十二番艦、早波。そうで<br>す、藤波お姉ちゃんの妹です。第二水雷戦隊の一翼と<br>して、護衛や哨戒はもちろん、輸送作戦だって頑張り<br>ました。え…タウイ？対潜哨戒？　ううん、今度は負<br>けないもン！お姉ちゃん、司令、見てて！",15,20,3,"mcqjnasritke",59,4,827
689,1489,"Johnston改","ジョンストン",2,91,32552,562,0,0,0,0,0,0,0,0,1,34,50,39,41,15,55,26,72,40,90,16,52,52,52,90,119,119,44,46,89,122,123,20,21,60,89,90,40,82,10,1,6,3,0,0,0,0,0,313,315,-1,-1,-1,23,1,2,12,3,1,1,3,1,"","Hi！　あたしがフレッチャー級、ジョンストンよ！<br>太平洋狭しと駆け抜けたの。ソロモン、マーシャル、<br>そしてレイテの戦いに参加したのよ。サマール沖では<br>サム達と一緒にTaffyⅢで巨大な艦隊に立ち向かった<br>わ！フレッチャー級、ジョンストン、覚えていてね！",20,20,3,"mskpesmkwqym",58,1,827
690,1490,"日進改","にっしん",16,90,6062,581,586,60,800,400,0,0,0,0,1,47,67,53,55,18,54,0,75,22,62,24,46,0,0,0,0,0,32,32,58,77,77,48,48,95,131,131,10,58,10,2,7,3,8,8,12,0,0,119,119,41,-1,-1,150,4,4,16,5,1,2,2,2,"","呉生まれの最新鋭水上機母艦、日進じゃ。日本海軍の<br>整備した水上機母艦、その最終完成形というわけじゃ<br>な。強力なディーゼル機関と足の速さも自慢じゃ。<br>じゃけぇ、最前線への強行輸送作戦にも多用された<br>のぅ。まぁ、ようけ敵の飛行機が飛んできたけぇ…。<br>せっかくの最新の甲標的装備も試してみたかったのぅ",40,40,3,"gterlyhfmpni",51,1,827
691,1491,"G.Garibaldi改","ガリバルディ",3,92,31462,590,0,0,0,0,0,0,0,0,1,52,63,59,61,34,72,22,70,24,70,42,75,24,25,60,86,87,38,39,78,107,108,12,13,48,74,75,30,100,10,2,7,4,2,2,2,2,0,341,-1,-1,-1,-1,70,3,6,16,2,3,1,1,2,"","ルイージ・ディ・サヴォイア・ドゥーカ・デッリ・<br>アブルッツィ軽巡洋艦「ジュゼッペ・ガリバルディ」<br>だ。ああ、姉貴の名前、長くって。でも、正真正銘の<br>最新鋭軽巡、火力も装甲も艦の作りも、かなりのもん<br>さ。ちょっと温存され過ぎたけど、今度はばっちり働<br>くぜ！見てなよ！",40,55,3,"xfinwrxshskt",52,1,827
692,1492,"Fletcher改","フレッチャー",2,91,32512,596,628,88,890,445,1,0,0,0,1,35,52,40,42,15,54,26,72,40,91,16,52,52,52,91,120,120,45,47,90,123,124,20,21,62,93,94,40,100,10,1,7,3,0,0,0,0,0,313,315,-1,-1,-1,23,1,2,12,3,1,1,3,1,"","最も成功し、量産された駆逐艦、そのネームシップ<br>が私、Fletcher class destroyer USS Fletcherです。<br>姉妹の数は170隻を超えているの。まさにデファクト<br>スタンダード。<br>後に海上自衛隊にも配備されました。",20,20,3,"ellemgzdcxmy",54,2,827
693,1483,"L.d.S.D.d.Abruzzi改","アブルッツィ",3,92,31452,589,0,0,0,0,0,0,0,0,1,52,63,59,61,33,73,22,70,24,70,42,75,25,26,59,84,85,38,39,77,106,106,12,14,49,75,77,30,98,10,2,7,4,2,2,2,2,0,341,-1,-1,-1,-1,70,3,6,16,2,3,1,1,2,"","ルイージ・ディ・サヴォイア・ドゥーカ・デッリ・ア<br>ブルッツィ級軽巡洋艦、アブルッツィです。ごめんな<br>さい、名前が長くって。最新鋭のこの体、火力も演技<br>も自信があるんです、私。戦いが終わった後、女優と<br>して映画にも出演したんです。観てくれました？<br>提督、どうぞよろしくお願いしますね。",40,55,3,"vgaiehegpply",51,1,827
695,1495,"秋霜改","あきしも",2,38,16372,625,0,0,0,0,0,0,0,0,1,32,49,37,39,11,50,28,80,15,50,14,49,28,29,68,97,98,47,48,91,124,124,9,10,43,68,69,12,59,10,1,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,24,1,2,10,0,1,1,1,1,"","夕雲型駆逐艦十八番艦「秋霜」よ。知っててくれた？<br>先輩方の二駆を継ぐ、夕雲型で編成された新編二駆を<br>「早霜」「清霜」と共に編成したの。大きな負け戦は<br>しっかり経験済み。最期は多号作戦。うちらのことも<br>…覚えていてね。",15,20,3,"qkkwxjiyhskr",53,1,827
696,1496,"Atlanta改","アトランタ",3,99,32452,597,0,0,0,0,0,0,0,0,1,41,59,47,49,18,64,22,70,82,128,27,61,0,12,32,47,56,37,56,76,91,105,11,30,50,65,79,18,58,10,1,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,60,3,5,12,3,1,1,4,1,"","あたし、Atlanta級軽巡、その一番艦、Atlanta。<br>防空巡洋艦Atlantaのほうが通りがいいかなあ。<br>そう。防空巡の代名詞的な対空火力で艦隊防空<br>やっちゃうから！…って、あ、ごめん、夜戦とかは<br>ちょっといいかな。ま、いいじゃない。よろしくね。",30,60,3,"llsrcbuznpkj",51,1,827
697,407,"South Dakota改","サウスダコタ",8,102,32062,602,0,0,0,0,0,0,0,0,1,91,100,100,100,86,109,0,0,58,108,86,108,0,0,0,0,0,36,36,65,87,87,18,19,60,91,92,36,98,10,3,8,4,0,2,3,3,0,385,315,-1,-1,-1,400,24,40,70,20,5,0,3,5,"","South Dakota class USS Battleship South Dakota<br>だ。高速空母機動部隊の護衛、南方ソロモンで水上艦<br>隊の殴り合いなど前線で活躍した戦艦だ。<br>Black Princeなどとも呼ばれたな。何？疫病神だと？<br>知らんな。",160,200,3,"fjdsybpwtaws",52,2,827
698,405,"加賀改二","かが",11,3,2026,278,610,82,1900,2900,0,0,0,0,2,84,98,92,94,0,56,0,0,36,84,41,80,0,0,0,0,0,28,28,70,102,102,0,9999,90,-7516,159,18,74,10,2,8,5,20,20,44,12,3,-1,-1,-1,-1,-1,260,14,19,43,17,0,0,6,5,"","航空母艦、加賀です。八八艦隊三番艦戦艦として建造<br>されました。様々な運命のいたずらもあって、大型航<br>空母艦として完成、赤城さんと共に、栄光の第一航空<br>戦隊、その主力を担いました。<br>ここは、譲れません。",100,95,3,"rjvgdeehghjd",51,1,827
700,1700,"薄雲改","うすぐも",2,12,14072,631,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,27,79,14,48,13,49,0,9999,9999,9999,17675,0,9999,9999,9999,17675,0,9999,9999,9999,17675,9,54,10,1,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,20,1,2,10,0,1,1,1,1,"","特I型駆逐艦、七番艦、薄雲です。東京湾の造船所で<br>生まれ、第五艦隊で北方海域、千島列島やアッツ、キ<br>スカでの作戦に従事しました。最後の任務も北方のキ<br>５０４船団。提督、薄雲のこと、忘れないでいてくだ<br>さいね。",15,20,3,"pmcxfubrgdei",51,1,827
